名稱,高度,等,TWD97緯度,TWD97經度,所在地
阿冷山,"1,540.00 ",Ⅱ,24.14016914 ,120.94585731 ,和平
八仙山,"2,365.50 ",Ⅱ,24.15424833 ,121.01194878 ,和平 南投仁愛
烏山,"1,625.93 ",Ⅱ,24.60777653 ,121.45818372 ,宜蘭大同
喀拉業山,"3,132.99 ",Ⅱ,24.44996781 ,121.32129897 ,尖石 宜蘭大同
見晴山,"2,491.53 ",Ⅱ,24.45561739 ,121.47800489 ,宜蘭大同 南澳
山櫻,"1,871.54 ",Ⅱ,24.43570956 ,121.56848247 ,南澳
石楠花,"2,048.24 ",Ⅱ,24.35256833 ,121.59244744 ,南澳
眉有岩山,"2,327.65 ",Ⅱ,24.51323958 ,121.38512489 ,尖石 宜蘭大同
霞山,"2,166.98 ",Ⅱ,24.60184322 ,121.21796106 ,尖石 五峰
油羅山,"1,763.56 ",Ⅱ,24.63194547 ,121.18436936 ,五峰
久保山,"1,506.41 ",Ⅱ,22.49202161 ,120.68783775 ,來義
南大武山,"2,840.68 ",Ⅱ,22.57246678 ,120.74853294 ,來義 金峰
真笠山,"1,166.15 ",Ⅱ,22.66975583 ,120.66686097 ,瑪家
霧頭山,"2,735.59 ",Ⅱ,22.69303292 ,120.78668769 ,霧台 卑南
知本主山,"2,229.96 ",Ⅱ,22.72567381 ,120.88050533 ,霧台
太里力山,"1,929.20 ",Ⅱ,22.49414942 ,120.79471978 ,金峰
唐太蘭山,"1,452.83 ",Ⅱ,22.62262422 ,120.88420372 ,金峰
御油山,"1,891.20 ",Ⅱ,23.00827075 ,120.72252489 ,桃源
出雲山,"2,772.34 ",Ⅱ,22.97549097 ,120.82915550 ,茂林 延平
文迷山,"2,160.09 ",Ⅱ,24.28028033 ,121.56600206 ,秀林
尾寮山,"1,427.39 ",Ⅱ,22.85705358 ,120.67626133 ,茂林 三地門
大母母山,"2,423.93 ",Ⅱ,22.82590631 ,120.74867114 ,霧台 三地門
德文山,"1,245.68 ",Ⅱ,22.76388886 ,120.69203011 ,三地門
屯子山,"1,822.61 ",Ⅱ,22.91060453 ,120.76090858 ,桃源
大浦山,"2,377.66 ",Ⅱ,22.77529392 ,120.90704314 ,卑南
盆盆山,"1,864.57 ",Ⅱ,22.83384358 ,120.99076797 ,延平 卑南
紅葉山,"1,575.95 ",Ⅱ,22.91982656 ,121.03920647 ,延平
平野山,"2,215.62 ",Ⅱ,22.88771119 ,120.90111453 ,延平
相原山,"2,774.06 ",Ⅱ,23.00904881 ,120.94432744 ,海端
遙拜山,"2,415.01 ",Ⅱ,22.86426758 ,120.85434792 ,茂林
加奈典山,"1,887.92 ",Ⅱ,23.02076000 ,121.08711133 ,海端
藤枝,"1,564.70 ",Ⅱ,23.06204658 ,120.73848461 ,桃源
美瓏山,"1,384.78 ",Ⅱ,23.11946883 ,120.74733603 ,桃源
我丹,"2,044.02 ",Ⅱ,23.20182878 ,120.74033036 ,桃源 那瑪夏
烏夫冬山,"1,823.31 ",Ⅱ,23.24867569 ,120.83793603 ,桃源
小關山,"3,248.74 ",Ⅱ,23.15163764 ,120.87610536 ,桃源 海端
楠山,"1,621.34 ",Ⅱ,23.06922436 ,121.12645211 ,海端
崙天山,"2,117.54 ",Ⅱ,23.21018422 ,121.17558453 ,卓溪 海端
唉唉山,"1,360.96 ",Ⅱ,23.12714314 ,121.09805419 ,海端
四方山,"2,558.34 ",Ⅱ,23.07618978 ,121.01048942 ,海端
舞樂山,"2,955.00 ",Ⅱ,23.23149178 ,121.09471739 ,卓溪 海端
關山,"3,668.04 ",Ⅱ,23.22807100 ,120.91170511 ,桃源 海端
屯古嶺,"2,789.53 ",Ⅱ,23.14590750 ,120.95084089 ,海端
多美麗山,"2,313.00 ",Ⅱ,23.36282706 ,121.12189575 ,卓溪
大里仙山,"2,043.12 ",Ⅱ,23.30100086 ,121.20587578 ,卓溪
新仙山,"3,127.00 ",Ⅱ,23.32082228 ,121.11750589 ,卓溪
達芬山,"3,069.88 ",Ⅱ,23.40602614 ,121.02678539 ,桃源 卓溪
馬西山,"3,443.14 ",Ⅱ,23.48374381 ,121.17396478 ,卓溪
公山,"2,635.00 ",Ⅱ,23.44827031 ,121.10598819 ,卓溪
南面山,"2,827.57 ",Ⅱ,23.33944183 ,120.87384969 ,桃源
關山嶺山,"3,175.60 ",Ⅱ,23.27098175 ,120.95944644 ,桃源 海端
雲峰,"3,563.76 ",Ⅱ,23.35373961 ,120.97574781 ,桃源
南玉山,"3,382.80 ",Ⅱ,23.42926481 ,120.92490017 ,桃源
卓武山,"1,602.14 ",Ⅱ,23.30727294 ,120.70939792 ,阿里山 那瑪夏
棚幾山,"2,264.00 ",Ⅱ,23.36817111 ,120.76756603 ,阿里山
霞山,"2,400.17 ",Ⅱ,23.41990589 ,120.82139250 ,阿里山
草山,"1,104.01 ",Ⅱ,23.33984158 ,120.65892539 ,大埔 阿里山
隙頂山,"1,471.37 ",Ⅱ,23.43699000 ,120.65791450 ,番路
秀姑巒山,"3,860.00 ",Ⅱ,23.49678156 ,121.05754758 ,南投信義 卓溪
巒潭山,"2,778.00 ",Ⅱ,23.69686308 ,121.09361336 ,南投信義
盆駒山,"3,022.00 ",Ⅱ,23.54838356 ,121.03250022 ,南投信義
郡大山,"3,292.00 ",Ⅱ,23.57732989 ,120.96251767 ,南投信義
埔沙山,"2,285.29 ",Ⅱ,23.53643772 ,120.89115922 ,南投信義
新鄉山,"1,452.00 ",Ⅱ,23.63477547 ,120.85444239 ,南投信義
金子山,"2,928.00 ",Ⅱ,23.67248156 ,120.95304867 ,南投信義
台中公園,89.60 ,Ⅲ,24.14504800 ,120.68333500 ,台中中區 台中北區
布袋嘴,3.02 ,Ⅲ,23.37916536 ,120.16273231 ,布袋
包樹崠,592.74 ,Ⅲ,24.39151100 ,120.88338550 ,大湖
紅圳內,199.03 ,Ⅲ,24.89845944 ,121.24980497 ,平鎮
北五指山,662.91 ,Ⅲ,24.67957417 ,121.08639700 ,竹東 北埔
林牛山,463.51 ,Ⅲ,24.22467783 ,120.73745567 ,豐原
大山背,704.96 ,Ⅲ,24.69601897 ,121.12827214 ,橫山
石頭坑山,235.10 ,Ⅲ,24.80326189 ,121.07264722 ,新埔 芎林
蕃子寮山,491.55 ,Ⅲ,24.55919856 ,120.91430736 ,獅潭 頭屋
福頭崙,10.69 ,Ⅲ,24.19032483 ,120.51553153 ,龍井
鏡櫃凸頂,177.69 ,Ⅲ,24.60037431 ,120.92501414 ,造橋
平遍山,388.88 ,Ⅲ,24.86535697 ,121.19045781 ,龍潭
後庄崙,34.48 ,Ⅲ,24.13675817 ,120.52184469 ,和美
梧棲街,5.19 ,Ⅲ,24.25472486 ,120.53579383 ,梧棲
罩蘭崎,422.71 ,Ⅲ,24.29547403 ,120.79769153 ,台中東勢
萬斗六,256.56 ,Ⅲ,24.02036281 ,120.70732131 ,霧峰
竹林,94.44 ,Ⅲ,24.02188108 ,120.62111906 ,芬園
坪頂,227.05 ,Ⅲ,24.51525139 ,120.84454425 ,公館
水堀頭山,146.27 ,Ⅲ,24.18554189 ,120.60830828 ,西屯
興化厝,9.38 ,Ⅲ,24.09022517 ,120.47488642 ,鹿港
枋寮山,392.87 ,Ⅲ,24.28486361 ,120.74294778 ,后里
大肚,294.09 ,Ⅲ,24.14739983 ,120.57451678 ,南屯 大肚
南庄獅頭山,491.45 ,Ⅲ,24.64422506 ,121.00648908 ,南庄
金瓜山,208.47 ,Ⅲ,24.27067906 ,120.64291467 ,神岡
塗崁頂,161.82 ,Ⅲ,24.53891117 ,120.70766631 ,通霄
內水尾山,179.12 ,Ⅲ,24.32752769 ,120.62186525 ,大甲 外埔
高山尖,140.38 ,Ⅲ,24.44336711 ,120.68837939 ,通霄 苑裡
豐丘,156.12 ,Ⅲ,24.20199806 ,120.70320122 ,潭子
赤科坪山,164.33 ,Ⅲ,24.68922906 ,120.99921797 ,峨眉
五步哭山,184.54 ,Ⅲ,24.75869450 ,121.02384347 ,新竹東區 寶山
四崁頂,171.07 ,Ⅲ,24.30853306 ,120.65007914 ,外埔
山腳坑莊,72.09 ,Ⅲ,24.73339892 ,120.92964631 ,香山
德盛,67.33 ,Ⅲ,24.90766417 ,121.03574222 ,竹北
尾莊崙,7.97 ,Ⅲ,24.11452975 ,120.44799208 ,鹿港
公羅坪,570.43 ,Ⅲ,24.25299292 ,120.76687497 ,豐原
頂山腳莊,25.28 ,Ⅲ,24.70003297 ,120.88361869 ,竹南
下埔,26.22 ,Ⅲ,25.00250531 ,121.05038119 ,新屋
面埔頂,294.79 ,Ⅲ,24.81701306 ,121.14402408 ,關西
北勢頭,300.55 ,Ⅲ,24.22315683 ,120.59951586 ,西屯 大雅 沙鹿
鎮平,7.62 ,Ⅲ,24.29137008 ,120.55398567 ,清水
松子嶺,253.19 ,Ⅲ,24.01190900 ,120.60407058 ,彰化 花壇
雞隆,727.39 ,Ⅲ,24.42635272 ,120.83947686 ,銅鑼 大湖
番子寮,23.60 ,Ⅲ,24.31885294 ,120.57321400 ,清水
鐵砧山,235.99 ,Ⅲ,24.35638822 ,120.65515433 ,大甲 外埔
流民窩山,302.29 ,Ⅲ,24.79231769 ,121.11504111 ,關西
馬崗厝,138.08 ,Ⅲ,24.21708197 ,120.65928164 ,大雅
糖窩,121.58 ,Ⅲ,24.50120664 ,120.72814381 ,通霄
手巾寮,39.22 ,Ⅲ,22.85060258 ,120.50476656 ,旗山
南苗栗板,177.60 ,Ⅲ,24.54391047 ,120.80641236 ,苗栗
下埒尾莊,87.64 ,Ⅲ,24.62685392 ,120.80931128 ,後龍
下太平,501.38 ,Ⅲ,24.33405242 ,120.78539531 ,卓蘭
高種山,364.40 ,Ⅲ,24.81191308 ,121.21237153 ,龍潭
十八尖山,130.60 ,Ⅲ,24.79291397 ,120.98530858 ,新竹東區
新港頭莊,111.43 ,Ⅲ,24.60376536 ,120.84554022 ,造橋 頭屋
八卦山,97.05 ,Ⅲ,24.07967992 ,120.55421425 ,彰化
山腳莊,127.38 ,Ⅲ,24.86937786 ,120.97680128 ,竹北 新豐
禁山,166.27 ,Ⅲ,24.41726206 ,120.69756556 ,苑裡
尖筆山,102.98 ,Ⅲ,24.72070736 ,120.89854731 ,竹南
下哺,26.65 ,Ⅲ,24.09234981 ,120.62229119 ,烏日
賴厝部埔,109.05 ,Ⅲ,24.17215981 ,120.67070800 ,台中北區
茄苳,33.95 ,Ⅲ,23.79749214 ,120.47620411 ,西螺
福興莊,52.47 ,Ⅲ,24.93449747 ,121.03265994 ,竹北
寮水山,564.13 ,Ⅲ,24.21765417 ,120.76638314 ,北屯 豐原 新社
新莊,34.52 ,Ⅲ,24.97172708 ,121.03606914 ,新屋
茄苳更,330.40 ,Ⅲ,24.45264614 ,120.76783814 ,銅鑼
豐原,217.86 ,Ⅲ,24.24631228 ,120.71960203 ,豐原
安良港,4.36 ,Ⅲ,24.22226678 ,120.51668139 ,龍井
新伯公,563.76 ,Ⅲ,24.23442031 ,120.84335400 ,台中東勢
圓山,132.99 ,Ⅲ,24.88013900 ,121.02246094 ,湖口
象山,455.49 ,Ⅲ,24.62110153 ,120.99523589 ,南庄
上果作園山,153.16 ,Ⅲ,24.63141664 ,120.90356083 ,三灣 頭份
壢西坪,523.57 ,Ⅲ,24.32459086 ,120.83409764 ,卓蘭
老崎坪頂,180.29 ,Ⅲ,24.69319028 ,120.95135172 ,頭份
細雞岭,599.41 ,Ⅲ,24.38945883 ,120.84047564 ,大湖
快官山,120.68 ,Ⅲ,24.04595167 ,120.61080669 ,彰化 芬園
草鞋屯,325.38 ,Ⅲ,23.96654858 ,120.70067275 ,草屯
公司寮,114.23 ,Ⅲ,24.60081847 ,120.76418983 ,後龍
貓孟,80.40 ,Ⅲ,24.38947683 ,120.67634667 ,苑裡
雙合窩,127.11 ,Ⅲ,24.61730097 ,120.88196047 ,造橋
拐子湖,549.07 ,Ⅲ,24.38032686 ,120.77337225 ,三義
八分寮山,207.92 ,Ⅲ,24.71905814 ,120.99898644 ,寶山
下橫坑山,470.41 ,Ⅲ,24.76518692 ,121.13760475 ,芎林 關西
台中公園,89.60 ,Ⅲ,24.14504800 ,120.68333500 ,台中中區 台中北區
上員林,165.74 ,Ⅲ,24.24704253 ,120.65018933 ,大雅
大分林山,335.29 ,Ⅲ,24.68038878 ,121.05003525 ,北埔
泉州厝,10.61 ,Ⅲ,24.15250039 ,120.48344111 ,伸港
圓子山,160.40 ,Ⅲ,24.45892036 ,120.72588783 ,通霄
五伴,180.49 ,Ⅲ,24.26128750 ,120.68509958 ,神岡
二崩崁,232.30 ,Ⅲ,24.05176861 ,120.58563419 ,彰化
上樟樹林,246.35 ,Ⅲ,24.84024911 ,121.08714553 ,新埔
犁頭山,156.61 ,Ⅲ,24.82130358 ,121.04559017 ,新埔
知高,126.02 ,Ⅲ,24.15979639 ,120.60355389 ,南屯
石壁澤山,401.62 ,Ⅲ,24.75667436 ,121.11007747 ,芎林
樹把林,286.10 ,Ⅲ,24.73169108 ,121.07460900 ,竹東
四分林,194.81 ,Ⅲ,24.70881994 ,121.03062475 ,寶山
大里,40.56 ,Ⅲ,24.09505517 ,120.67253717 ,大里
龍目井,57.51 ,Ⅲ,24.20299392 ,120.55339011 ,龍井
七塊山,417.77 ,Ⅲ,24.31628225 ,120.75244600 ,后里
塗城庄,153.11 ,Ⅲ,24.35117369 ,120.71084308 ,外埔
龍船子,654.76 ,Ⅲ,24.44437972 ,120.84429092 ,公館 銅鑼
三汀山,487.42 ,Ⅲ,24.13854319 ,120.75272664 ,太平
大茅埔,630.42 ,Ⅲ,24.19391175 ,120.84637075 ,台中東勢
月眉山,258.81 ,Ⅲ,24.32462139 ,120.69300289 ,后里
銅鑼圈,308.10 ,Ⅲ,24.84161017 ,121.21016111 ,龍潭
學田,169.49 ,Ⅲ,24.13098494 ,120.59276272 ,烏日
車籠山,437.67 ,Ⅲ,24.10308719 ,120.75003047 ,太平
苦苓腳,8.09 ,Ⅲ,24.83111467 ,120.95548833 ,新竹北區
網弦山,65.19 ,Ⅲ,24.66000911 ,120.82974867 ,後龍
埔頭頂尾,167.57 ,Ⅲ,24.55977903 ,120.72697414 ,西湖
石頭山,111.87 ,Ⅲ,24.63003617 ,120.84844358 ,談文 造橋
糖榔埔,182.92 ,Ⅲ,24.54025319 ,120.75908158 ,西湖
台中公園,89.60 ,Ⅲ,24.14503400 ,120.68344600 ,台中中區 台中北區
三湖莊,101.43 ,Ⅲ,24.91071886 ,121.06043592 ,湖口
猿山,462.74 ,Ⅲ,24.64123697 ,121.02546844 ,峨眉 南庄
北坑,200.87 ,Ⅲ,24.64672717 ,120.93403461 ,三灣
虎頭崁,321.60 ,Ⅲ,24.46761878 ,120.75186711 ,銅鑼 通霄
關刀山,888.54 ,Ⅲ,24.37536994 ,120.81080392 ,三義 大湖
鹿寮,95.93 ,Ⅲ,24.25416833 ,120.57509414 ,清水
虎頭山,93.52 ,Ⅲ,24.49377164 ,120.68488128 ,通霄
牛埔山,99.30 ,Ⅲ,24.78565350 ,120.94391069 ,香山
二嵙山,775.84 ,Ⅲ,24.18854192 ,120.80026833 ,北屯 新社
大湳,483.14 ,Ⅲ,24.22442497 ,120.80678164 ,新社
同安厝,33.66 ,Ⅲ,24.06909814 ,120.63358267 ,烏日
麻慈埔,52.60 ,Ⅲ,24.13055672 ,120.64365253 ,南屯
大肚山,241.19 ,Ⅲ,24.23292322 ,120.61117344 ,大雅
山子頂,25.01 ,Ⅲ,24.11497839 ,120.55701069 ,大肚
海風,193.57 ,Ⅲ,24.29850625 ,120.60660814 ,清水
新圳莊,20.80 ,Ⅲ,24.91841886 ,120.98891342 ,竹北
十三張犁,182.40 ,Ⅲ,24.29169133 ,120.68345575 ,內埔
大坑觀音山,316.52 ,Ⅲ,24.17295000 ,120.74094272 ,北屯
柴梳山,67.53 ,Ⅲ,24.79314078 ,121.01978794 ,新竹東區
大葬媽,10.16 ,Ⅲ,24.68775556 ,120.86503097 ,竹南
營頭頂,152.16 ,Ⅲ,24.58322203 ,120.80983067 ,苗栗
友應山,159.54 ,Ⅲ,24.54698275 ,120.86193439 ,頭屋
托皿山北峰,153.44 ,Ⅲ,24.55781908 ,120.84540669 ,頭屋 公館
沖庫山,612.12 ,Ⅲ,24.52048717 ,120.88800747 ,公館
牛湖凸,158.92 ,Ⅲ,24.65917783 ,120.90956536 ,頭份
北坑,177.01 ,Ⅲ,24.59761364 ,120.87698353 ,造橋
大薰山,197.28 ,Ⅲ,24.50858314 ,120.78862633 ,銅鑼
崎頂,98.01 ,Ⅲ,24.59671772 ,120.73048406 ,後龍
高埔,232.99 ,Ⅲ,24.50650550 ,120.76084256 ,通霄 西湖
下南勢坑,187.33 ,Ⅲ,24.57046431 ,120.79045392 ,苗栗
新社,448.05 ,Ⅲ,24.26368247 ,120.80009950 ,新社
柑子井,16.23 ,Ⅲ,24.10832658 ,120.51022681 ,和美
員屯山,339.34 ,Ⅲ,24.46831064 ,120.79522986 ,銅鑼
松樹江,567.14 ,Ⅲ,24.42070050 ,120.78618189 ,銅鑼 三義
下九,26.85 ,Ⅲ,24.34251022 ,120.58819194 ,台中大安
火炎山,595.91 ,Ⅲ,24.37734033 ,120.73018183 ,三義 苑裡
台中公園,89.60 ,Ⅲ,24.14508500 ,120.68340400 ,台中中區 台中北區
竹坑,205.66 ,Ⅲ,24.17405589 ,120.56281697 ,龍井
坪頂埔,221.13 ,Ⅲ,24.86011022 ,121.06368442 ,湖口
港尾,17.24 ,Ⅲ,23.93399814 ,120.45485581 ,二林
萬斗山,380.31 ,Ⅲ,23.88323953 ,120.72417756 ,南投 中寮
有公嶺,173.28 ,Ⅲ,23.98388503 ,120.62752239 ,芬園
圳尾,35.15 ,Ⅲ,23.92134875 ,120.58666756 ,社頭
草屯,84.93 ,Ⅲ,23.99863736 ,120.67201967 ,草屯
花壇,65.89 ,Ⅲ,24.02301203 ,120.56026583 ,花壇
中寮山,265.74 ,Ⅲ,23.89266856 ,120.76750894 ,中寮
萬興,18.85 ,Ⅲ,23.95600564 ,120.41934761 ,二林
浸水,17.68 ,Ⅲ,23.98327042 ,120.43183642 ,埔鹽
北筍子林山,660.57 ,Ⅲ,23.73695689 ,120.71790050 ,竹山
九老爺,39.45 ,Ⅲ,23.69181047 ,120.51005781 ,斗六
福興,12.48 ,Ⅲ,24.04688564 ,120.42645811 ,福興
頂過溝,19.56 ,Ⅲ,23.42699192 ,120.36138367 ,水上
十四甲,74.22 ,Ⅲ,23.51667850 ,120.46826589 ,民雄
林內,233.02 ,Ⅲ,23.77036369 ,120.64026322 ,林內
濁水山,408.78 ,Ⅲ,23.84354586 ,120.71588900 ,名間
三角,15.98 ,Ⅲ,23.39526708 ,120.35331936 ,後壁
過坑,364.47 ,Ⅲ,23.82667658 ,120.65424561 ,名間
大棚山,265.22 ,Ⅲ,23.83212697 ,120.61383428 ,二水
牛埔頭,4.24 ,Ⅲ,23.99675403 ,120.36928142 ,芳苑
阿罩霧鳳山,180.65 ,Ⅲ,24.06534153 ,120.70765692 ,霧峰
霧峰,75.00 ,Ⅲ,24.06223000 ,120.70161200 ,霧峰
內庄山,133.46 ,Ⅲ,23.03426714 ,120.43323636 ,左鎮 南化
牛牯嶺,284.04 ,Ⅲ,23.88247417 ,120.66102239 ,南投 名間
大竹圍,54.06 ,Ⅲ,24.03371206 ,120.64915517 ,烏日
坪埔厝山,532.33 ,Ⅲ,22.33572072 ,120.64983181 ,枋山
國姓觀音山,690.00 ,Ⅲ,24.04739664 ,120.89437644 ,國姓
咬狗,221.78 ,Ⅲ,23.72262831 ,120.60980906 ,斗六 林內
新莊子,29.92 ,Ⅲ,23.86600739 ,120.49164503 ,溪州
隙子,9.75 ,Ⅲ,23.90402900 ,120.32867286 ,芳苑
藤湖山,321.66 ,Ⅲ,23.77543111 ,120.71998194 ,竹山 鹿谷
樟普寮,426.42 ,Ⅲ,23.92569878 ,120.63813683 ,社頭 南投
水子尾,578.25 ,Ⅲ,23.77496700 ,120.74866661 ,鹿谷
九芎林,59.77 ,Ⅲ,23.75504172 ,120.57925267 ,林內
他里溫,372.91 ,Ⅲ,23.79735347 ,120.72100211 ,竹山
員山,593.63 ,Ⅲ,23.69010839 ,120.68945633 ,竹山
過埤,16.24 ,Ⅲ,23.91831572 ,120.35420567 ,芳苑
外出水溝,8.79 ,Ⅲ,24.02044311 ,120.40777594 ,福興
北斗,38.81 ,Ⅲ,23.87077475 ,120.54057328 ,北斗
揚賢,27.54 ,Ⅲ,23.81591467 ,120.39582022 ,二崙
石埤腳,17.81 ,Ⅲ,23.99064589 ,120.42102433 ,埔鹽
舟子,20.69 ,Ⅲ,23.87496494 ,120.40285411 ,二林
竹子腳,28.03 ,Ⅲ,23.42962722 ,120.40933611 ,水上
大埔心,26.65 ,Ⅲ,23.95313422 ,120.54775694 ,埔心
員子內,23.35 ,Ⅲ,23.99244775 ,120.49440397 ,埔鹽
溝頭,14.02 ,Ⅲ,23.85909958 ,120.36256367 ,二林
大庄,17.49 ,Ⅲ,23.99281767 ,120.53682986 ,大村
樟湖山,859.42 ,Ⅲ,23.61549247 ,120.63496800 ,古坑
鐵劍山,504.20 ,Ⅲ,22.24952828 ,120.68810058 ,獅子
新莊子,29.40 ,Ⅲ,23.81267544 ,120.43296844 ,二崙
大湖厝,25.62 ,Ⅲ,23.86729803 ,120.44161581 ,竹塘
海埔厝,4.32 ,Ⅲ,24.08265117 ,120.44158950 ,鹿港
舊庄,18.80 ,Ⅲ,23.63497742 ,120.41312325 ,大埤
梅島山,523.00 ,Ⅲ,24.06361400 ,120.92733800 ,國姓
岩子頂山,439.53 ,Ⅲ,23.14729028 ,120.52871836 ,楠西
牛埔厝,64.99 ,Ⅲ,23.78013411 ,120.57406514 ,莿桐
員林,30.97 ,Ⅲ,23.94120133 ,120.59025258 ,員林
尖子尾,395.74 ,Ⅲ,23.83699750 ,120.77958828 ,集集
樟詩苓,230.49 ,Ⅲ,23.57574214 ,120.54851378 ,梅山
下霸,46.71 ,Ⅲ,23.82224564 ,120.54655544 ,溪州
木瓜潭山,518.63 ,Ⅲ,23.66842569 ,120.64428144 ,竹山 古坑
埔中央,427.34 ,Ⅲ,23.81265222 ,120.65086614 ,二水 名間
梨子腳,"1,176.26 ",Ⅲ,23.56718433 ,120.60809933 ,梅山
斗六,41.28 ,Ⅲ,23.72006789 ,120.52981200 ,斗六
新厝山,200.02 ,Ⅲ,23.68940378 ,120.61789339 ,古坑
下洋,36.71 ,Ⅲ,23.52977156 ,120.43047397 ,民雄
后安寮,9.40 ,Ⅲ,23.78407033 ,120.24058550 ,台西
口寮,410.40 ,Ⅲ,23.84407558 ,120.63200036 ,名間
下城,379.05 ,Ⅲ,23.95298000 ,120.73915347 ,草屯
黃厝林頭,62.86 ,Ⅲ,23.69678408 ,120.55912731 ,斗六
竹子腳,22.48 ,Ⅲ,23.92948311 ,120.49563447 ,溪湖
草尾,343.43 ,Ⅲ,23.92165667 ,120.64884297 ,南投
湳港西,31.30 ,Ⅲ,23.91614475 ,120.53843939 ,永靖
崁頂,46.21 ,Ⅲ,23.87357933 ,120.59386231 ,田中
二重湳,20.05 ,Ⅲ,23.96571625 ,120.51831978 ,埔心
下山腳,17.61 ,Ⅲ,23.83104736 ,120.31696744 ,元長
西港,16.49 ,Ⅲ,23.86954650 ,120.29154400 ,大城
新興,15.61 ,Ⅲ,24.01547689 ,120.51930558 ,秀水
員林西,25.76 ,Ⅲ,23.96678392 ,120.57061486 ,員林
校栗林山,550.00 ,Ⅲ,24.06470089 ,120.91539717 ,國姓
橫山,442.39 ,Ⅲ,23.88926889 ,120.63253231 ,社頭 名間
上溪洲,9.34 ,Ⅲ,23.37784281 ,120.26233900 ,義竹
鳥子嶺,467.23 ,Ⅲ,23.20950708 ,120.46723822 ,六甲
潭底,33.55 ,Ⅲ,23.58550042 ,120.45621986 ,大林
北斗溪,29.61 ,Ⅲ,23.88549358 ,120.52132097 ,田尾
樹子腳,39.75 ,Ⅲ,23.78452397 ,120.50919294 ,荊桐
麻園庄,39.96 ,Ⅲ,23.75597047 ,120.50893542 ,莿桐
新厝,47.90 ,Ⅲ,23.74657078 ,120.54803381 ,斗六
崁等山,199.59 ,Ⅲ,23.63059506 ,120.57641381 ,古坑
糞箕湖,20.41 ,Ⅲ,22.46677428 ,120.58068083 ,枋寮
噍吧哖,54.32 ,Ⅲ,23.12083614 ,120.45371028 ,玉井
二水,56.71 ,Ⅲ,23.83623464 ,120.59120608 ,田中
大崖山,409.91 ,Ⅲ,23.17200486 ,120.44605358 ,大內 玉井
江西林山,250.64 ,Ⅲ,23.76844297 ,120.68638803 ,竹山
鯉魚尾山,359.52 ,Ⅲ,23.71568944 ,120.64638206 ,竹山
番同厝,11.76 ,Ⅲ,24.00949614 ,120.44097350 ,埔鹽
下寮,22.94 ,Ⅲ,23.56996086 ,120.41712542 ,民雄
州子,27.84 ,Ⅲ,23.80774272 ,120.35143519 ,麥寮
埤頭,26.88 ,Ⅲ,23.90081067 ,120.47330581 ,埤頭
橋子頭,22.00 ,Ⅲ,23.89466633 ,120.43057525 ,二林
大丘園,276.05 ,Ⅲ,23.92824669 ,120.75341158 ,中寮
尖子頂,743.77 ,Ⅲ,23.75612389 ,120.77441361 ,鹿谷
松子腳山,141.24 ,Ⅲ,23.53352244 ,120.47956061 ,民雄
頂城,430.79 ,Ⅲ,23.97282106 ,120.75840006 ,草屯
田厝,20.29 ,Ⅲ,23.91780019 ,120.38621769 ,二林
隘寮埔,361.69 ,Ⅲ,23.84256986 ,120.74051197 ,集集
荷苞山,265.17 ,Ⅲ,23.65965286 ,120.58449508 ,古坑
永定寮,23.46 ,Ⅲ,23.78275286 ,120.41746814 ,二崙
後溝子,32.32 ,Ⅲ,23.65868744 ,120.47008550 ,大埤
下林頭,52.37 ,Ⅲ,23.61984989 ,120.50170861 ,大林
頂埔山,212.85 ,Ⅲ,23.40563494 ,120.52517661 ,中埔
新庄,25.17 ,Ⅲ,23.84484811 ,120.41984206 ,竹塘
魚寮,10.03 ,Ⅲ,23.86939803 ,120.32541975 ,大城
南投台,401.18 ,Ⅲ,23.94350728 ,120.63510456 ,南投
過港,19.65 ,Ⅲ,23.66140433 ,120.39466117 ,土庫
南埔,176.79 ,Ⅲ,23.98767822 ,120.73196222 ,草屯
江厝,14.24 ,Ⅲ,23.80828828 ,120.28166603 ,麥寮
王功,6.03 ,Ⅲ,23.95360019 ,120.33499847 ,芳苑
山寮,11.36 ,Ⅲ,24.05063278 ,120.50482439 ,秀水
外潮洋,38.55 ,Ⅲ,23.83176428 ,120.47823022 ,溪州
房厝,8.33 ,Ⅲ,24.06146392 ,120.46045947 ,鹿港
番控蕃,9.65 ,Ⅲ,23.92844100 ,120.31476675 ,芳苑
圍子內,7.19 ,Ⅲ,23.46826992 ,120.20456783 ,東石
柑子湖山,459.89 ,Ⅲ,23.41176503 ,120.56655556 ,中埔
中坑山,163.94 ,Ⅲ,23.58235558 ,120.51971475 ,大林
惠來厝,34.92 ,Ⅲ,23.72478422 ,120.48465978 ,虎尾
梅山觀音山,429.56 ,Ⅲ,23.58353067 ,120.57672156 ,古坑 梅山
阿拔泉山,"1,018.15 ",Ⅲ,23.54484542 ,120.59658072 ,梅山
望頭山,569.05 ,Ⅲ,22.99726350 ,120.66204894 ,六龜
牛稠山,41.18 ,Ⅲ,23.51942497 ,120.41569031 ,民雄
包尾山,300.88 ,Ⅲ,23.91223367 ,120.71210269 ,南投
新埔,71.78 ,Ⅲ,23.66195333 ,120.55233044 ,古坑
公館子,30.86 ,Ⅲ,23.74487736 ,120.46490375 ,西螺
后山,528.74 ,Ⅲ,23.00004147 ,120.61933369 ,杉林 六龜
